Asset Tag,Item Name,Model Name,Next Audit Date,PatTest_Result,Location
2024,2024,SOCA SPLITTER BOX,2026-22-08,Pass,4067
1818,1818,SOCA SPLITTER BOX,2026-22-08,Pass,4067
3005,3005,SOCA SPLITTER BOX,2026-22-08,Pass,4067
1819,1819,SOCA SPLITTER BOX,2026-22-08,Pass,4067
3286,3286,SCROLLER PSU,2026-22-08,Pass,4067
4014,4014,DMX SPLITTER,2026-22-08,Pass,4067
718,718,SCROLLER PSU,2026-22-08,Pass,4067
770,770,SCROLLER PSU,2026-22-08,Pass,4067
719,719,SCROLLER PSU,2026-22-08,Pass,4067
717,717,SCROLLER PSU,2026-22-08,Pass,4067
769,769,SCROLLER PSU,2026-22-08,Pass,4067
2839,2839,SCROLLER PSU,2026-22-08,Pass,4067
943,943,SCROLLER PSU,2026-22-08,Pass,4067
2840,2840,SCROLLER PSU,2026-22-08,Pass,4067
938,938,DATAFLASH STROBE,2026-22-08,Pass,4067
971,971,DATAFLASH STROBE,2026-22-08,Pass,4067
768,768,SCROLLER PSU,2026-22-08,Pass,4067
2554,2554,MIRRORBALL ROTATOR,2026-22-08,Pass,4067
2551,2551,UNIQUE HAZE MACHINE,2026-22-08,Pass,4067
2550,2550,Unknown,2026-22-08,Pass,4067
3497,3497,BLINDER,2026-22-08,Pass,4067
3496,3496,BLINDER,2026-22-08,Pass,4067
3972,3972,LED PAR CAN,2026-22-08,Pass,4067
3485,3485,LED PAR CAN,2026-22-08,Pass,4067
3505,3505,LED PAR CAN,2026-22-08,Pass,4067
3974,3974,LED PAR CAN,2026-22-08,Pass,4067
3488,3488,LED PAR CAN,2026-22-08,Pass,4067
3963,3963,LED PAR CAN,2026-22-08,Pass,4067
3487,3487,LED PAR CAN,2026-22-08,Pass,4067
3379,3379,LED PAR CAN,2026-22-08,Pass,4067
3285,3285,BUBBLE MACHINE,2026-22-08,Pass,4067
3377,3377,BUBBLE MACHINE,2026-22-08,Pass,4067
3791,3791,LED FLOOD,2026-22-08,Pass,4067
2556,2556,MIRRORBALL ROTATOR,2026-22-08,Pass,4067
5319,5319,POWER SUPPLY,2026-27-08,Pass,4067
4642,4642,POWER SUPPLY,2026-27-08,Pass,4067
5324,5324,POWER SUPPLY,2026-27-08,Pass,4067
4803,4803,16A TRS - 5m,2026-27-08,Pass,4067
5320,5320,POWER SUPPLY,2026-27-08,Pass,4067
5325,5325,POWER SUPPLY,2026-27-08,Pass,4067
5326,5326,POWER SUPPLY,2026-27-08,Pass,4067
5321,5321,16A IEC CABLE,2026-29-08,Pass,4067
5327,5327,13A > IEC JUMPER,2026-27-09,Pass,4067
5328,5328,13A > IEC JUMPER,2026-27-09,Pass,4067
5329,5329,13A > IEC JUMPER,2026-27-09,Pass,4067
5273,5273,15A > 16A ADAPTER,2026-30-09,Pass,4067
2822,2822,13A EXTENSION,2026-30-09,Pass,4067
2340,2340,16A > 13A ADAPTER,2026-30-09,Pass,4067
2426,2426,16A > IEC ADAPTER,2026-30-09,Pass,4067
3146,3146,IEC CABLE,2026-30-09,Pass,4067
5275,5275,15A TRS - 15m,2026-30-09,Pass,4067
3662,3662,13A EXTENSION,2026-01-10,Pass,4067
5276,5276,13A > IEC JUMPER,2026-01-10,Pass,4067
576,576,CCT STARLETTE 1K FRESNEL,2026-01-10,Pass,4067
5277,5277,13A > IEC JUMPER,2026-01-10,Pass,4067
298,298,PAR 64,2026-17-12,Pass,4067
9028,9028,16A > TRUCON ADAPTER,2026-03-10,Pass,4067
2637,2637,IEC > 16A adapter ,2026-03-10,Pass,4067
9125,9125,15A > TRUCON ADAPTER,2026-30-10,Pass,4066
5042,5042,15A > 16A ADAPTER,2026-31-10,Pass,4066
4643,4643,16A > IEC ADAPTER,2027-22-01,Pass,4071
4319,4319,13A EXTENSION,2026-05-11,Pass,4067
1980,1980,Unknown,2026-29-11,Pass,4067
1693,1693,Unknown,2026-29-11,Pass,4067
2917,2917,INSPECTION LAMP,2027-16-01,Pass,4067
4788,4788,INSPECTION LAMP,2027-16-01,Pass,4067
2919,2919,INSPECTION LAMP,2027-16-01,Pass,4067
2914,2914,INSPECTION LAMP,2027-16-01,Pass,4067
2722,2722,INSPECTION LAMP,2027-16-01,Pass,4067
2915,2915,INSPECTION LAMP,2027-16-01,Pass,4067
2721,2721,INSPECTION LAMP,2027-16-01,Pass,4067
2547,2547,INSPECTION LAMP,2027-16-01,Pass,4067
2918,2918,INSPECTION LAMP,2027-16-01,Pass,4067
2549,2549,INSPECTION LAMP,2027-16-01,Pass,4067
4645,4645,13A > 110 V,2027-22-01,Pass,4071
4646,4646,TRUCON > IEC,2027-22-01,Pass,4071
2890,2890,13A > 32A ADAPTER,2027-22-01,Pass,4071
2889,2889,32A > IEC ADAPTER,2027-22-01,Pass,4071
5336,5336,13A > 16A ADAPTER,2027-22-01,Pass,4071
5331,5331,13A > 15A ADAPTER,2027-22-01,Pass,4071
1214,1214,15A > IEC ADAPTER,2027-22-01,Pass,4071
4650,4650,13A > TRUCON ADAPTER,2027-22-01,Pass,4071
5330,5330,TRUCON > IEC,2027-22-01,Pass,4071
5335,5335,13A > Klik,2027-22-01,Pass,4071
5332,5332,Klik > IEC,2027-22-01,Pass,4071
1215,1215,13A IEC CABLE,2027-22-01,Pass,4071
4998,4998,13A > POWERCON,2027-22-01,Pass,4071
5333,5333,PowerCon > 110V,2027-22-01,Pass,4071
5337,5337,16A > 13A ADAPTER,2027-22-01,Pass,4071
5334,5334,110V > 13A,2027-22-01,Pass,4071
1218,1218,15A > 13A ADAPTER,2027-22-01,Pass,4071
5338,5338,13A > POWERCON,2027-23-01,Pass,4071
4204,4204,PowerCon > IEC,2027-23-01,Pass,4071
4647,4647,13A > SOCA SPIDER,2027-23-01,Pass,4071
4648,4648,SOCA > IEC SPIDER,2027-23-01,Pass,4071
2513,2513,13A > 15A ADAPTER,2027-27-01,Pass,4066
2776,2776,13A EXTENSION REEL,2027-27-01,Pass,4066
3234,3234,13A EXTENSION,2027-27-01,Pass,4066
865,865,PAR 64,2027-07-02,Pass,4066
2933,2933,15A > 13A ADAPTER,2027-07-02,Pass,4066
4658,4658,15A > IEC ADAPTER,2027-07-02,Pass,4066
1223,1223,15A > 13A ADAPTER,2027-07-02,Pass,4066
2519,2519,13A > 16A ADAPTER,2027-07-02,Pass,4066
5030,5030,13A > IEC JUMPER,2027-07-02,Pass,4066
317,317,PAR 64,2027-12-02,Pass,4067
4212,4212,13A > IEC JUMPER,2027-19-02,Pass,4067
5431,5431,13A EXTENSION CABLE 4-WAY,2027-19-02,Pass,4073
422,422,CCT STARLETTE 2K FRESNEL,2027-19-02,Pass,4068
5342,5342,16A TRS - 1m,2027-21-02,Pass,4073
5347,5347,15A > 13A ADAPTER,2027-21-02,Pass,4073
5343,5343,15A > 13A ADAPTER,2027-21-02,Pass,4073
5344,5344,15A > 13A ADAPTER,2027-21-02,Pass,4073
5348,5348,15A > 13A ADAPTER,2027-21-02,Pass,4073
5341,5341,15A > 13A ADAPTER,2027-21-02,Pass,4073
2329,2329,16A TRS - 3m,2027-21-02,Pass,4073
5349,5349,16A > POWERCON ADAPTER,2027-21-02,Pass,4073
5345,5345,16A > POWERCON ADAPTER,2027-21-02,Pass,4073
2679,2679,15A TRS - 3m,2027-21-02,Pass,4073
2680,2680,Unknown5kw,2027-23-02,Pass,4067
4486,4486,13A EXTENSION,2027-25-02,Pass,4066
280,280,Unknownliving air f,2027-05-03,Pass,4068
