lblClientInformation,lblClientName,lblClientStreet,txtClientName,txtClientStreet,lblClientCityZipCode,lblClientCountry,txtClientCityZipCode,txtClientCountry,lblTestInformation,lblCOntractor,txtContractor,txtContractorAddress,txtReportTitle,lblOnDate,txtDate,lblSummary,lblTotalAppliances,lblPassedAppliances,lblFailedAppliances,txtFailedAppliances,txtPassedAppliances,txtApplianceNumber,,,,,,,,,txtApplianceNumber,txtApplianceName,txtApplianceDate,txtApplianceInterval,,txtApplianceCode,txtApplianceResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtApplianceNumber,txtApplianceName,txtApplianceDate,txtApplianceInterval,,txtApplianceCode,txtApplianceResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtApplianceNumber,txtApplianceName,txtApplianceDate,txtApplianceInterval,,txtApplianceCode,txtApplianceResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtApplianceNumber,txtApplianceName,txtApplianceDate,txtApplianceInterval,,txtApplianceCode,txtApplianceResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtApplianceNumber,txtApplianceName,txtApplianceDate,txtApplianceInterval,,txtApplianceCode,txtApplianceResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtApplianceNumber,txtApplianceName,txtApplianceDate,txtApplianceInterval,,txtApplianceCode,txtApplianceResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtApplianceNumber,txtApplianceName,txtApplianceDate,txtApplianceInterval,,txtApplianceCode,txtApplianceResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult,txtTestStepName,txtTestStepLimit,txtTestStepMeasurement,txtTestStepResult
Client Information,Company Name:,Street:,,,Zip Code/City:,Country:,,,Test Information,Contractor:,,,Detailed Portable Appliance Test Report,Creation Date:,13/03/2026 14:01:36,Summary:,Total Appliances:,Failed Appliances:,Passed Appliances:,0,7,7,Sheffield Theat...,Street,Crucible Theatre,Person,,4068,Person,,,1081,2026-08-05,12M,,278,Passed,VISUAL, -,[OK],Passed,RPE, ≤ 0.3,[0.04 OHM],Passed,RINS, ≥ 1.0,[>299 MOHM],Passed,IPE, ≤ 3.5,[0.05 mA],Passed,FUNCTION, ≤ 3000,[1044 VA],Passed,,1081,2026-08-05,12M,,239,Passed,VISUAL, -,[OK],Passed,RPE, ≤ 0.3,[0.14 OHM],Passed,RINS, ≥ 1.0,[>299 MOHM],Passed,IPE, ≤ 3.5,[0.04 mA],Passed,FUNCTION, ≤ 3000,[1072 VA],Passed,,1081,2026-08-05,12M,,349,Passed,VISUAL, -,[OK],Passed,RPE, ≤ 0.3,[0.11 OHM],Passed,RINS, ≥ 1.0,[>299 MOHM],Passed,IPE, ≤ 3.5,[0.05 mA],Passed,FUNCTION, ≤ 3000,[1058 VA],Passed,,1177,2026-08-06,12M,,1882,Passed,VISUAL, -,[OK],Passed,RPE, ≤ 0.2,[0.03 OHM],Passed,RINS, ≥ 1.0,[>299 MOHM],Passed,"L,N-condition", -,[OK],Passed,,1182,2026-08-06,12M,,2051,Passed,VISUAL, -,[OK],Passed,RPE, ≤ 0.2,[0.10 OHM],Passed,RINS, ≥ 1.0,[>299 MOHM],Passed,"L,N-condition", -,[OK],Passed,,1202,2026-08-06,12M,,5300,Passed,VISUAL, -,[OK],Passed,RPE, ≤ 0.2,[0.06 OHM],Passed,RINS, ≥ 1.0,[>299 MOHM],Passed,"L,N-condition", -,[OK],Passed,,4001,2026-08-06,12M,,5305,Passed,VISUAL, -,[OK],Passed,RPE, ≤ 0.1,[0.06 OHM],Passed,RINS, ≥ 1.0,[>299 MOHM],Passed,IPE, ≤ 0.75,[0.39 mA],Passed,FUNCTION, ≤ 3000,[10 VA],Passed
